backend,device,dtype,n_particles,softening,seed,n_repeats,available,unavailable_reason,warmup_time_s,median_time_s,iqr_time_s,q25_time_s,q75_time_s,min_time_s,max_time_s,samples_time_s,max_abs_diff_vs_torch_eager_fp64,disk_cache_state,hostname,os_platform,cpu_model,cpu_logical_count,torch_num_threads,cuda_available,gpu_name,torch_gpu_runtime_version,python_version,torch_version,triton_version,timestamp_utc
torch_compiled,cuda,float32,1024,0.05,20190222,50,True,,0.5369766310013802,0.00010389850012870738,1.8082496353599709e-06,0.00010297950075255358,0.00010478775038791355,9.943999975803308e-05,0.00016834100097185,0.00016834100097185;0.00012132200026826467;0.00010936900071101263;0.00010694400043576024;0.00010567200115474407;0.0001045400003931718;0.00010403899977973197;0.00010543200005486142;0.00010550200022407807;0.00010743500024545938;0.00010481000026629772;0.00010393899901828263;0.00010432000090077054;0.00010432000090077054;0.00010319800094293896;0.00010318699969502632;0.00010285700045642443;0.00010472100075276103;0.0001037680012814235;0.00010395899880677462;0.00010834700151463039;0.00010376899990660604;0.00010390900024503935;0.00010388800001237541;0.00010388799819338601;0.00010596299944154453;9.943999975803308e-05;0.00010318699969502632;0.00011771500066970475;0.00010351799937780015;0.00010297700100636575;0.000104057999124052;0.00010284700147167314;0.0001064730004145531;0.00010315699910279363;0.00010289599958923645;0.00010264599950460251;0.00010298699999111705;0.00010463900071044918;0.0001041390005411813;0.00010203500096395146;0.00010261599891236983;9.992999912356026e-05;0.00010335799925087485;0.00010302699956810102;0.00010238600043521728;0.00010229599865851924;0.00010421899969514925;0.0001025059991661692;0.00010256600035063457,2.2385190069584837e-05,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_compiled,cuda,float64,1024,0.05,20190222,50,True,,0.557998996000606,0.0008464114998787409,8.267999419331318e-06,0.0008429052500105172,0.0008511732494298485,0.0008382520009035943,0.0009271019989682827,0.0009271019989682827;0.0009080240015464369;0.0008567469994886778;0.0008525090015609749;0.0008465069986414164;0.0008438329987257021;0.0008423899998888373;0.000843490999614005;0.0008453649988950929;0.0009141769987763837;0.0008602939997217618;0.0008519380007783184;0.0008477299998048693;0.0008499640007357812;0.0008447749987681163;0.0008415280008193804;0.0008456760006083641;0.0008539810005459003;0.0008515870013070526;0.0008508949995302828;0.0008512459990015486;0.0008495940001012059;0.0008447029995295452;0.0008401750001212349;0.0008403259998885915;0.0008417190001637209;0.0008442730013484834;0.0008465370010526385;0.000863450000906596;0.0008506049998686649;0.0008474999995087273;0.0008453050013486063;0.0008414069998252671;0.0008388120004383381;0.0008397540004807524;0.0008437119995505782;0.0008423489998676814;0.0008457149997411761;0.0008493929999531247;0.0008517570004187291;0.0008535100005246932;0.0008466180006507784;0.0008427100001426879;0.0008382520009035943;0.0008386919998883968;0.0008398240006499691;0.0008451949997834163;0.0008509550007147482;0.0008499739997205324;0.0008463160011160653,4.440892098500626e-15,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
triton,cuda,float32,1024,0.05,20190222,50,True,,35.63995822200013,0.009067253500688821,0.00047355724973385804,0.008826629250506812,0.00930018650024067,0.008342057999470853,0.010350444999858155,0.010350444999858155;0.009824380000281963;0.00961529100095504;0.0093390330002876;0.008622564000688726;0.009604220000255737;0.009063326000614325;0.008922106000682106;0.009513897000942961;0.009071181000763318;0.00883355699988897;0.009715823000078672;0.0087910260008357;0.009363348999613663;0.009710352000183775;0.00919148100001621;0.009060550999492989;0.008852884000589256;0.008748655000090366;0.009370703999593388;0.009301852000135113;0.009268757999961963;0.009166241999992053;0.008991699000034714;0.008912858998883166;0.00882432000071276;0.008811474999674829;0.009560647000398603;0.009273477999158786;0.00929519000055734;0.009090688001379021;0.009192072999212542;0.009079756999199162;0.008973525000328664;0.008342057999470853;0.009333150999736972;0.008837204000883503;0.00898854300066887;0.008858284001689753;0.008623556001111865;0.008517193000443513;0.008807146999970428;0.008562990000427817;0.00920140000016545;0.009022947999255848;0.009188676000121632;0.008624596999652567;0.009231186000761227;0.008650707999549923;0.008511993000865914,2.2671030366794298e-05,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
triton,cuda,float64,1024,0.05,20190222,50,True,,56.05297007199988,0.012685681500443025,0.00035548399910112494,0.012507436500527547,0.012862920499628672,0.012121689000196056,0.013244854999356903,0.012913661999846227;0.01292591600031301;0.012864267999248113;0.01250993100074993;0.012383600000248407;0.012569165000968496;0.012502236000727862;0.013125687000865582;0.01306083400049829;0.012727276000077836;0.012603078999745776;0.01271095499942021;0.012686899000982521;0.012365806000161683;0.012230828000610927;0.012920776000100886;0.012784595999619341;0.012896248999823001;0.012858878000770346;0.012513658999523614;0.01246006600013061;0.012631293000595178;0.012506605000453419;0.013244854999356903;0.013054171000476344;0.012699453000095673;0.012575827000546269;0.012729489999401267;0.012643666999792913;0.01233125999897311;0.01221500699830358;0.012892442999145715;0.012761301000864478;0.01289242200073204;0.012803211999198538;0.012481768000725424;0.01240320699980657;0.012570797000080347;0.012461538999559707;0.013077035000605974;0.012956484000824275;0.012684463999903528;0.01254733300083899;0.012654898999244324;0.012588180999955512;0.012282265999601805;0.012121689000196056;0.012803893001546385;0.012709020998954657;0.01280955399852246,2.6645352591003757e-15,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
python_pure,cpu,float32,2048,0.05,20190222,15,True,,0.5344517979992816,0.5419403850009985,0.004201266500786005,0.539298081999732,0.543499348500518,0.5358971090008708,0.553356045998953,0.5364453069996671;0.5366095499994117;0.553356045998953;0.5429807630007417;0.5399862020003638;0.5432113830011076;0.5358971090008708;0.5386099619991;0.5409924140003568;0.540105770000082;0.5419403850009985;0.546417768999163;0.5456880660003662;0.5437873139999283;0.5426700799998798,2.133872144582938e-05,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
python_pure,cpu,float64,2048,0.05,20190222,15,True,,0.5464798079992761,0.5649966759992822,0.02766701499967894,0.5405836780000755,0.5682506929997544,0.5366078369988827,0.5727419840004586,0.5375946019994444;0.5370857100006106;0.5649966759992822;0.5665935359993455;0.5684943779997411;0.566723545000059;0.5680070079997677;0.5618941379998432;0.5697341769991908;0.5727419840004586;0.5688456290008617;0.5513188939985412;0.5366078369988827;0.538730022000891;0.5424373339992599,1.9539925233402755e-14,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_eager,cpu,float32,2048,0.05,20190222,50,True,,0.0272167899984197,0.02606225900035497,0.0012043757492392615,0.025483109999640874,0.026687485748880135,0.02443043600032979,0.029405491999568767,0.026689421998526086;0.025640808999014553;0.025498205999610946;0.02545830999952159;0.025736341000083485;0.025565894999090233;0.026681676999942283;0.02901804099928995;0.028892520998851978;0.028127499001129763;0.027965450999545283;0.02849241600051755;0.02519901400046365;0.025654685001427424;0.02605137299906346;0.026465623999683885;0.02643710899974394;0.026724819999799365;0.027502416000061203;0.026443561999258236;0.027998883999316604;0.026165399998717476;0.02672658299889008;0.026122968998606666;0.026958245998685015;0.02625508300116053;0.025049959998796112;0.026069086999996216;0.02516540000033274;0.02547807799965085;0.025307481999334414;0.02443043600032979;0.025023700000019744;0.02703885000119044;0.029405491999568767;0.025432711001485586;0.025559403000443126;0.026590973999191192;0.026055431000713725;0.025125154001216288;0.025564733001374407;0.02552121000007901;0.02621117800117645;0.025802766998822335;0.026547251000010874;0.026370903999122675;0.02559683499930543;0.025184235999404336;0.024907428000005893;0.02476534599918523,2.1312944589624294e-05,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_eager,cpu,float64,2048,0.05,20190222,50,True,,0.05561057799968694,0.055502506499578885,0.001227120750627364,0.05503730824921149,0.056264428999838856,0.05400779499905184,0.0616955940004118,0.05629253000006429;0.05633105400011118;0.05577690599966445;0.05932737900002394;0.059632300999510335;0.05759850599861238;0.05550396400030877;0.05454514199846017;0.05400779499905184;0.05552379199980351;0.05480099099986546;0.05552951300160203;0.05503559999851859;0.055574919999344274;0.05779934000020148;0.0616955940004118;0.06097649999901478;0.05994644200109178;0.05575938200126984;0.05682405699917581;0.05565194699920539;0.055261461000554846;0.05512870700113126;0.05489927899907343;0.056158974999561906;0.056312730001081945;0.05540366199966229;0.055295246000241605;0.056404423999993014;0.056180125999162556;0.055501048998849;0.055344780999803334;0.05504243300129019;0.05473504600013257;0.05568860700077494;0.05547123199903581;0.05505144000017026;0.058019058998979745;0.054897595999136684;0.055607612999665434;0.054969161999906646;0.05481738300113648;0.05478943999878538;0.05548810300024343;0.054760934001024;0.05536875600046187;0.0556378000001132;0.05524773500110314;0.05449430500084418;0.05440610699952231,0.0,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_compiled,cpu,float32,2048,0.05,20190222,50,True,,0.43657125999925483,0.004696031999628758,0.00021405475126812235,0.004622844498953782,0.004836899250221904,0.004434631999174599,0.005263025999738602,0.0048708960002841195;0.0046956120004324475;0.004602674000125262;0.0046619669992651325;0.004645015000278363;0.00475453400031256;0.0047564670003339415;0.004809389000001829;0.004681985999923199;0.0049064340000768425;0.005048807001003297;0.004838044000280206;0.004654192000089097;0.005033446001107222;0.004833465000046999;0.004434631999174599;0.0049343470000167144;0.005041573000198696;0.005263025999738602;0.0047867060002317885;0.004754805000629858;0.004714136999609764;0.004561043999274261;0.004941040000630892;0.004617102000338491;0.004561576000924106;0.004923807000523084;0.005062322001322173;0.004798908001248492;0.004650705999665661;0.004696451998825069;0.004627811000318616;0.004545063000477967;0.004708216001745313;0.00461369500044384;0.004606852000506478;0.005052542999692378;0.0046670369993080385;0.0046211889984988375;0.004681624999648193;0.004599998001140193;0.004525906999333529;0.004742560000522644;0.0046456060008495115;0.004538440998658189;0.005024911000873544;0.004674941999837756;0.004565363000438083;0.0047252580006897915;0.004668029001550167,2.1312944589624294e-05,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_compiled,cpu,float64,2048,0.05,20190222,50,True,,0.539257649999854,0.005969159499727539,0.00030008124940650305,0.0059279482497913705,0.0062280294991978735,0.005792617001134204,0.007793168999342015,0.005914168999879621;0.0060012949998053955;0.006067210999390227;0.005979535000733449;0.005996937999952934;0.006331667000267771;0.005949917000179994;0.005966839999018703;0.005949014999714564;0.005971479000436375;0.006003559999953723;0.005997648999255034;0.006268767001529341;0.006090034999942873;0.006518264000987983;0.006398063998858561;0.005936692999966908;0.005907577000471065;0.005981739001072128;0.006357115998980589;0.006180238000524696;0.006341917000099784;0.005957401999694412;0.006341174999761279;0.00596599900018191;0.005934066999543575;0.0064184939983533695;0.005955298000117182;0.005885344000489567;0.006243959998755599;0.007793168999342015;0.005829306999658002;0.005869695000001229;0.0063565339987690095;0.005882068000573781;0.005946702000073856;0.005832512999404571;0.005956289000096149;0.005964425999991363;0.0058858150005107746;0.006260160000238102;0.005846138999913819;0.005912897000598605;0.005991116000586771;0.005930661000093096;0.005792617001134204;0.005867249999937485;0.006277764001424657;0.005927043999690795;0.0060225870001886506,1.9539925233402755e-14,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_eager,cuda,float32,2048,0.05,20190222,50,True,,0.0038162710006872658,0.002275977999488532,6.519450016639894e-05,0.0022689525007990596,0.0023341470009654586,0.002255870000226423,0.0024033720001170877,0.0024033720001170877;0.0023866500014264602;0.002375968999331235;0.0023546989996248158;0.002366952001466416;0.0023695770014455775;0.0023524640000687214;0.0023654500000702683;0.002360330001465627;0.0023566629988636123;0.002352573999814922;0.0023601489992870484;0.0023449400014214916;0.0022624119992542546;0.002260118000776856;0.0023017679995973594;0.0022739349988114554;0.0022642259991698666;0.002255870000226423;0.0022855870010971557;0.002274735999890254;0.0022638549999101087;0.0022689150009682635;0.0022772199990868103;0.002265519000502536;0.002266571000291151;0.0022834829997009365;0.002278734000356053;0.0022671919996355427;0.0022699170003761537;0.0022788040005252697;0.0022821000002295477;0.0022580240001843777;0.0022734740014129784;0.002282471001308295;0.002270578001116519;0.002266690999022103;0.002280407001308049;0.002271871000630199;0.002285287000631797;0.002273173000503448;0.002271308998388122;0.0022926899982849136;0.0022746559989172965;0.002267261001179577;0.0022705390001647174;0.002281008000863949;0.002258243999676779;0.002269065000291448;0.002273232999868924,2.0861884287626253e-05,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_eager,cuda,float64,2048,0.05,20190222,50,True,,0.008528554000804434,0.006840224000370654,3.6740500490850536e-05,0.006827499249993707,0.006864239750484558,0.006811452998590539,0.0071196620010596234,0.006854074999864679;0.0068327140015753685;0.006855367000753176;0.0068530740009009605;0.006824259000495658;0.006844436999017489;0.006863954000436934;0.006870957000501221;0.006852392001746921;0.006843815999673097;0.0068738730005861726;0.006826944001659285;0.006815280999944662;0.006832986000517849;0.006840860000011162;0.006836040998678072;0.0068272839998826385;0.006839808000222547;0.0068252599994593766;0.006816122999225627;0.006840640000518761;0.006850056999610388;0.006927284999619587;0.006974125000851927;0.0069059039997227956;0.006864955999844824;0.006833546000052593;0.006962532999750692;0.0071196620010596234;0.00691887899847643;0.006858413998998003;0.0069485349995375145;0.00689520400010224;0.006864335000500432;0.006878350999613758;0.006822363999162917;0.00682337699981872;0.006820160000643227;0.006830309999713791;0.006825671000115108;0.006837283001004835;0.006835750000391272;0.00683091099926969;0.006826472999819089;0.006829358000686625;0.006811452998590539;0.006814099000621354;0.006828145000326913;0.006833546000052593;0.0068496059993776726,2.6645352591003757e-15,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_compiled,cuda,float32,2048,0.05,20190222,50,True,,0.5395963659993868,0.0002443819994368823,6.862749614811037e-06,0.00024073500026133843,0.00024759774987614946,0.0002361309998377692,0.0003060350009036483,0.0003060350009036483;0.00025829399965004995;0.0002518820001569111;0.0002491160012141336;0.00024691100043128245;0.00024914599998737685;0.00024536899945815094;0.0002469219998602057;0.00024746199960645754;0.00024938699971244205;0.000248644999373937;0.0002476429999660468;0.0002466309997544158;0.0002466610003466485;0.0002469020000717137;0.0002466410005581565;0.0002450379997753771;0.00024824399952194653;0.0002457290011079749;0.00024228299844253343;0.0002442269997118274;0.0002940519989351742;0.0002445369991619373;0.00024366500110772904;0.00024221300009230617;0.00024565900093875825;0.0002441160013404442;0.0002427239996904973;0.00024156200015568174;0.000241150000874768;0.00024147099975380115;0.0002409209992038086;0.00024026900064200163;0.0002407100000709761;0.0002396279996901285;0.00025858400113065727;0.0002395980009168852;0.00023840500034566503;0.00024081000083242543;0.00024099000074784271;0.00023981800040928647;0.00024056999973254278;0.0002361309998377692;0.0002399180011707358;0.00023856500047259033;0.0002554479997343151;0.00023979800062079448;0.0002406189996690955;0.00023942799998621922;0.00029709799855481833,2.1312944589624294e-05,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_compiled,cuda,float64,2048,0.05,20190222,50,True,,1.0936382830004732,0.0032683295003153034,1.841575067373924e-05,0.003256701749705826,0.003275117500379565,0.0032296800000040093,0.0033933239992620656,0.0033933239992620656;0.0032799960008560447;0.0033035020005627302;0.0032746959986980073;0.0032686550002836157;0.0032723320000513922;0.0032720519993745256;0.003275428000051761;0.003248074999646633;0.003255179999541724;0.0032845550013007596;0.0032603090003249235;0.0032892740000534104;0.003267062000304577;0.0032738150002842303;0.003297660001408076;0.003249108000090928;0.0032555799989495426;0.003276149000157602;0.003259246999732568;0.003262623999034986;0.003273664000516874;0.0032732440013205633;0.003284565000285511;0.0032667619998392183;0.0032597780009382404;0.0032752580009400845;0.003269847000410664;0.003261320998717565;0.0032680040003469912;0.00328334299956623;0.0032563109998591244;0.003269326000008732;0.0032828620005602716;0.003288883999630343;0.0032693660014047055;0.0032405210004071705;0.0032522729998163413;0.0032717809990572277;0.00324180399911711;0.0032578739992459305;0.0032652190002409043;0.0032467330001964;0.003259286999309552;0.0032296800000040093;0.003271750998464995;0.003248105998864048;0.0032552899992879247;0.0032635350016789744;0.003248396998969838,7.105427357601002e-15,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
triton,cuda,float32,2048,0.05,20190222,50,True,,106.55676030200084,0.04172609550005291,0.0014986149999458576,0.0409537805007858,0.042452395500731654,0.03926382600002398,0.04407112100125232,0.04387534699890239;0.04382290700050362;0.042403425000884454;0.04327190399999381;0.04402200699951209;0.041143206999549875;0.04214155400040909;0.04132602599929669;0.04217155200058187;0.043520458000784856;0.040692305001357454;0.04207906499868841;0.0432084220010438;0.0423139340000489;0.04407112100125232;0.04124741600026027;0.04216536000058113;0.042929409000862506;0.041472135999356396;0.04251083000053768;0.04312717699940549;0.04049063999991631;0.041755105999982334;0.041283454998847446;0.042035001000840566;0.04312285900050483;0.04038679099903675;0.041409426001337124;0.04243702800158644;0.041462596998826484;0.04223999200075923;0.039676705999227124;0.04059145300016098;0.041772759999730624;0.04092625300108921;0.042246434999469784;0.042687737999585806;0.04010812900014571;0.041569842000171775;0.04036209500009136;0.041148427000734955;0.042457518000446726;0.039555964000101085;0.040610920999824884;0.0415745109985437;0.04080282700124371;0.04169708500012348;0.03926382600002398;0.04016879499977222;0.041036362999875564,2.0861884287626253e-05,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
triton,cuda,float64,2048,0.05,20190222,50,True,,156.11523097400095,0.04886038149925298,0.002339364500130614,0.04787504774913032,0.05021441224926093,0.04570769400015706,0.052225393999833614,0.052225393999833614;0.04905742800110602;0.05028825099907408;0.051106925999192754;0.0506575769995834;0.051375488999838126;0.048829711999132996;0.04973135600084788;0.05070754199914518;0.0494126369994774;0.050776003999999375;0.05158977800056164;0.048833880999154644;0.050208076998387696;0.04944458700083487;0.04875079200064647;0.05171932600023865;0.05104035900149029;0.04974071499964339;0.05104402500001015;0.04989433800074039;0.04936418400029652;0.04822078799952578;0.04877096000018355;0.04999052099992696;0.05082180099998368;0.05021652399955201;0.04934216200126684;0.0482306569992943;0.04881107700020948;0.04790315100035514;0.046519135999915306;0.04910069099969405;0.04837835999933304;0.047427452000192716;0.04850901999998314;0.047855170001639635;0.04689199899985397;0.04611601500073448;0.04702457200073695;0.04795139399902837;0.04888688199935132;0.047865679998722044;0.04701140699944517;0.046063043000685866;0.04729157200017653;0.04672503900110314;0.04570769400015706;0.048201552001046366;0.047495451999566285,6.217248937900877e-15,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
python_pure,cpu,float32,4096,0.05,20190222,15,True,,2.1853026839999075,2.2100154050003766,0.027333195000210253,2.1993469555000047,2.226680150500215,2.165640297000209,2.4063224739984435,2.165640297000209;2.4063224739984435;2.190758654000092;2.22423247199913;2.1953002949994698;2.217696227000488;2.207052626999939;2.2291278290012997;2.2100154050003766;2.2519704249989445;2.195575079998889;2.2031188310011203;2.209168614999726;2.2150244000004022;2.2411468560003414,8.041112893142355e-05,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
python_pure,cpu,float64,4096,0.05,20190222,15,True,,2.2482449029994314,2.242398841000977,0.024899872500100173,2.2294964149996304,2.2543962874997305,2.1924972650012933,2.2850097729988192,2.2296015659994737;2.2311834080010158;2.2497262050001154;2.2672179420005705;2.2207900209996296;2.2388309380003193;2.210944421000022;2.2617184499995346;2.2458176929994806;2.2590663699993456;2.243055753999215;2.229391263999787;2.1924972650012933;2.242398841000977;2.2850097729988192,5.5067062021407764e-14,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_eager,cpu,float32,4096,0.05,20190222,50,True,,0.10114504900047905,0.10110710199933237,0.010322739251478197,0.09864665124905514,0.10896939050053334,0.0946743399999832,0.11370393600009265,0.09927078600048844;0.10264877300141961;0.10739508699953149;0.10432740299984289;0.10257177600033174;0.11370393600009265;0.11195272900113196;0.11237226100092812;0.10943442499956291;0.11044514700006403;0.11142511000070954;0.11025357100152178;0.11278792499979318;0.11005438900065201;0.10776614600035828;0.10077628300132346;0.1008610460012278;0.1045561489991087;0.1108079200002976;0.11255980900023133;0.10696592500062252;0.09863989099903847;0.10450631499952578;0.11325511799986998;0.10129549699922791;0.0989324399997713;0.09921548099919164;0.10271747499973571;0.10937047200059169;0.0969275679999555;0.09851472199989075;0.09478342900001735;0.0946743399999832;0.09674565099885513;0.09566869199989014;0.09822631000133697;0.09480567200080259;0.10091870699943684;0.0955481309993047;0.0991534730001149;0.0980478490000678;0.09909325700027694;0.09785452899996017;0.09938223000062862;0.09988300800068828;0.09866693199910515;0.10169395800039638;0.09985167699960584;0.09779149899986805;0.10641830900021887,8.088796608962667e-05,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_eager,cpu,float64,4096,0.05,20190222,50,True,,0.23388649600019562,0.22282767700016848,0.008929395249651861,0.22014485125009742,0.22907424649974928,0.21439526799986197,0.24645803600105864,0.23184995300107403;0.22854742999879818;0.22433630100022128;0.2222984349991748;0.2292498520000663;0.23159642800055735;0.2225911650002672;0.23274953300096968;0.2425306589993852;0.2230244929996843;0.22193098299976555;0.2250182039988431;0.22378865400060022;0.22482660800051235;0.2243071949997102;0.22636234300080105;0.2198848120006005;0.2190132249997987;0.2205395929995575;0.22080939899933583;0.2219059750004817;0.22105465800086677;0.2246889550006017;0.23601163800049108;0.2303641830003471;0.2245244099995034;0.21759469399876252;0.21738380100032373;0.21439526799986197;0.2150905069993314;0.21833803499976057;0.22169890900113387;0.21824841399939032;0.2200717089999671;0.22005714099941542;0.23395364399948448;0.2446330479997414;0.23012575699976878;0.24645803600105864;0.2332149619996926;0.23432665700056532;0.22554399900036515;0.219952610999826;0.22326571399935347;0.2203642780004884;0.22263086100065266;0.21821592099877307;0.22057912899981602;0.2187454240010993;0.22101046299940208,0.0,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
torch_compiled,cpu,float32,4096,0.05,20190222,50,True,,0.7568507759988279,0.016733866999857128,0.0016607795005256776,0.016536995499791374,0.01819777500031705,0.01603340799920261,0.0247499399993103,0.016600712000581552;0.016327219000231707;0.017001899001115817;0.017721824999171076;0.016486885000631446;0.018495624999559368;0.016336326998498407;0.017144812998594716;0.016991438998957165;0.01826713800073776;0.018230808000225807;0.016533633999642916;0.017317261999778566;0.01645231899965438;0.01671372899909329;0.01682457999959297;0.021614375998979085;0.016688330000761198;0.016627823999442626;0.018396274999759044;0.016618577001281665;0.016568500999710523;0.018098676000590785;0.016351666001355625;0.016547080000236747;0.016754005000620964;0.01651751300050819;0.017899815999044222;0.01658424100060074;0.016280711000945303;0.018757185000140453;0.023190159001387656;0.0247499399993103;0.023137617999964277;0.02307375499913178;0.02225400899988017;0.01832030900004611;0.020941900998877827;0.016640558000290184;0.016764755999247427;0.016983224000796326;0.016421479000200634;0.016516109999429318;0.016577067999605788;0.016654123999614967;0.016877191999810748;0.016590913000982255;0.016418483999586897;0.016448771999421297;0.01603340799920261,8.231847756423605e-05,cleared_before_run,fedora,Linux-7.1.5-201.fc44.x86_64-x86_64-with-glibc2.43,AMD Ryzen 5 9600X 6-Core Processor,12,6,True,AMD Radeon Graphics,hip 6.4.43484-123eb5128,3.12.13,2.9.1+rocm6.4,3.5.1,2026-08-03T16:30:08.752046+00:00
