step,t_over_tff,m_big_over_mbar,mass_ratio_q,split_f,old_contact_sep,new_contact_sep,placement_ratio,placement_ratio_closed_form,u,u_prime,speed_ratio,speed_ratio_closed_form,t_cm_over_ebind_big,t_cm_over_ebind_pair
226,0.05379150365579912,152.65899023581082,345.4748085102866,0.19711386737573397,0.03053088933569797,0.040427611531344124,1.3241544026716083,1.3241544026716083,17.342786652562804,2.338674835578355,0.1348500031990396,0.13485000319903956,0.0018973546946962246,0.0018882365295250197
777,0.1849380457546722,153.10087192001836,481.9850631573494,0.473069684684552,0.03015982900258036,0.042475885063383734,1.4083596117123098,1.4083596117123098,18.51276777871822,1.6854477418099103,0.09104245037565131,0.09104245037565131,0.0015479416332510043,0.0015426037419110398
1962,0.4669864166932649,1.465185045215072,2.6866913907658176,0.2074699051289587,0.00976396955724966,0.009575868054582909,0.9807351403992152,0.9807351403992154,2.6632089644581827,2.9200609433608173,1.0964445457830945,1.0964445457830942,0.09310565689764122,0.054947052417465427
3032,0.7216630047981546,153.41851842739578,252.68318702229772,0.37474481522735315,0.03100063427025777,0.04224175693336717,1.3626094409911544,1.3626094409911544,18.776636102552416,2.4306241585224435,0.1294493936638648,0.12944939366386482,0.003027536501953151,0.0030076721146315554
3194,0.7602215162682406,154.02567603149018,426.98065204603574,0.13885544264567312,0.03036133459439212,0.039408818017948134,1.2979936008882538,1.2979936008882533,19.18121887818625,2.6781609845346313,0.13962412928723508,0.13962412928723505,0.0018677992669855399,0.0018605312431391142
3329,0.7923536091599791,154.38640824568634,290.7257866708892,0.2772789817419158,0.030871914544991174,0.04160962873576551,1.347814975165396,1.347814975165396,18.525908459009337,2.4188150018194623,0.13056390768481682,0.13056390768481682,0.0025521655905975343,0.0025376014095210425
3538,0.8420988492664483,2.515981307840608,2.4129339256436046,0.4208867201870093,0.01187066055890399,0.012083667919277567,1.0179440191484377,1.0179440191484375,7.163621358600797,6.604091525612851,0.9218928800143572,0.9218928800143572,0.5074537212004915,0.28472505807952264
3627,0.8632822290247054,154.9174461354228,53.3174334034193,0.40192572625787054,0.03398843404152122,0.04270634376810516,1.256496363319766,1.2564963633197657,18.770788472366185,5.146683115771116,0.27418577133016625,0.2741857713301663,0.014039649153563727,0.013611508103365604
3640,0.8663764305624283,94.38988475846234,1.4880218773515694,0.3812010229890028,0.04270634376810516,0.04261751941694797,0.9979201134229728,0.9979201134229732,4.780794652229822,4.8261268322327275,1.0094821433047247,1.0094821433047247,0.02766472546626388,0.011744960686607577
3871,0.9213580117327362,6.333248712762074,18.99596868162959,0.3965968849655866,0.012717826792032937,0.014865862686689418,1.1688996028788594,1.1688996028788594,3.627028052276601,1.6160722233767368,0.44556375084068234,0.44556375084068234,0.011998833741453125,0.011015495330789929
3874,0.9220720582414416,4.193363793771539,12.89201814061893,0.4332535211097084,0.011501509765607603,0.013095612253910613,1.1385994117980733,1.1385994117980733,9.167593483593656,4.781729378992115,0.5215904683764074,0.5215904683764075,0.1452449391092412,0.1282410167084291
4264,1.0148981043731304,7.216861651527847,17.329927679853384,0.4226165513971395,0.013396249215589701,0.015585700369822778,1.1634376248901919,1.1634376248901916,8.723872632740749,4.01089713504454,0.45976108362605134,0.4597610836260513,0.06941014922685478,0.06321444212165439
4371,1.0403657631836194,0.7286344941292566,1.5952971069851827,0.3446986233562017,0.00834982694850398,0.008306470300166739,0.9948074794118926,0.9948074794118926,9.996567590827881,10.236330472694522,1.0239845206555327,1.0239845206555325,2.9687406759475476,1.319258055273894
4429,1.0541706623519218,8.448121588467458,13.685378552605332,0.3469796603789022,0.014440670195971467,0.016371006469609782,1.133673593222621,1.133673593222621,10.279650118600438,5.440091840006777,0.5292098249689687,0.5292098249689687,0.10830007729124141,0.09629008013454736
4489,1.0684515925260276,1.4854176756582869,3.1092001076954205,0.2389659796758777,0.009613702186746623,0.009601066560398245,0.9986856648871651,0.9986856648871653,9.205054364925623,9.262395681683625,1.0062293295058085,1.006229329505809,0.988842331576705,0.6212685302020786
4635,1.1032018559496855,39.714588416618554,115.28988349345418,0.3328928925756672,0.020564004715697772,0.02680557226808276,1.3035190683272124,1.3035190683272122,17.167511574913462,3.363651307260307,0.19593120951644166,0.19593120951644163,0.01359262707457795,0.013398376473896469
4674,1.1124844605628545,1.207993858459271,3.140138284046498,0.16886797413453405,0.008961495749823183,0.008717447486338563,0.9727670167684412,0.9727670167684412,14.170587516988503,16.189697757725547,1.14248599349296,1.1424859934929597,2.6696135545292106,1.6839852235933268
4674,1.1124844605628545,1.6123810910294556,1.5215574772067297,0.13191912076810797,0.010960650151735472,0.010150712146323106,0.9261049304375322,0.9261049304375323,13.244454153198296,19.14588316344344,1.4455773670989722,1.4455773670989718,3.1585285670497147,1.360976501355749
4698,1.118196832632497,26.723686534184896,2.003969211426459,0.18997330426035025,0.02680557226808276,0.025782746808087866,0.9618428045569926,0.9618428045569927,3.1519004721336876,3.7864008264714424,1.2013072303352992,1.201307230335299,0.023098438284956883,0.011764547579712875
4728,1.1253372977195497,2.5616710607326096,7.268075359708679,0.21343785103177404,0.010373261253245262,0.010860559435924969,1.046976372307914,1.0469763723079137,23.51864222090445,18.716097044480616,0.7957983657681093,0.7957983657681091,2.230840429609523,1.7995344514519558
4756,1.1320017318007993,3.288431050904456,7.216848314231117,0.21607592636409928,0.01128286378658674,0.011817798904805568,1.0474112892202747,1.0474112892202747,11.080931403661861,8.802470791734274,0.7943800454197708,0.7943800454197709,0.42187661518647745,0.3398255005823763
4776,1.1367620418588344,32.44891151714087,4.263897492826376,0.2520760398884898,0.025782746808087866,0.02633667378622468,1.0214844051434835,1.0214844051434833,5.156615308579173,4.658715407616291,0.9034444357067871,0.9034444357067871,0.030999353635509676,0.021819838164634085
4777,1.1370000573617363,0.8090080005410304,2.0551368518820947,0.33654818250436225,0.0083233831369126,0.008336102582361773,1.0015281581107045,1.0015281581107045,18.81462646059679,18.6834462175492,0.993027751928941,0.9930277519289409,8.331489880859733,4.302684162873327
4828,1.1491388480097264,0.8827469411653698,1.3127956767426998,0.4320586198710935,0.009176826365405483,0.00917664744544083,0.9999805030674518,0.9999805030674517,10.403630783992444,10.404546125942572,1.0000879829329907,1.0000879829329907,3.174966382596306,1.2354890942828256
4852,1.1548512200793688,2.104850139312994,6.791041739570245,0.3834341794656194,0.009791571357108259,0.010582736592526235,1.0808006403225183,1.0808006403225183,23.010890479467562,15.829637135716945,0.6879193636526847,0.6879193636526848,2.583377560791845,2.0547358461195153
4854,1.1553272510851722,0.6117221999208907,1.3926123426879684,0.273278509544357,0.008045276109624288,0.007869352218519724,0.97813326867749,0.9781332686774901,11.710750967416098,12.961067878552795,1.106766586926455,1.1067665869264547,4.965828023026926,2.014906248355522
4861,1.1569933596054847,0.38077999765259096,1.1433272866005328,0.3595942754404091,0.007089862633812286,0.007029341566506931,0.991463717926392,0.9914637179263919,19.20094858906096,19.96114680333799,1.0395917009386777,1.039591700938678,20.441125700804683,7.17202180665522
